smiles,value
C#Cc1ccc(C(=O)NCCCCCN2CCN(c3ccccc3OC)CC2)cc1,6.88
C#Cc1ccc(C(=O)NCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc1,7.82391
C#Cc1ccc(C(=O)NCCCCN2CCN(c3ccccc3OC)CC2)cc1,6.8
C#Cc1ccc(C(=O)NCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc1,7.32
C#Cc1ccc2c(c1)CCN(CCCCN1CCN(c3ccccc3OC)CC1)C2=O,8.06
C#Cc1cccc(C(=O)NCCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,7.64
C#Cc1cccc(C(=O)NCCCCCN2CCN(c3ccccc3OC)CC2)c1,6.48
C#Cc1cccc(C(=O)NCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,7.82391
C#Cc1cccc(C(=O)NCCCCN2CCN(c3ccccc3OC)CC2)c1,7.11
C#Cc1cccc(C(=O)NCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,7.08092
C#Cc1cccc([C@@H]2CCCN(CCC)C2)c1,6.15
C#Cc1cccc2c(CN3CCN(c4ccc(Cl)cc4)CC3)cnn12,5.43
C#Cc1cccn1C1CCN(Cc2ccccc2)CC1,5.20066
C(#Cc1c[nH]c(CN2CCN(c3ccccc3)CC2)c1)c1ccccc1,6.26
C(#Cc1ccc2[nH]ccc2c1)CCN1CC=C(c2ccccc2)CC1,6.71
C(#Cc1ccc2c(c1)OCCO2)CCN1CC=C(c2ccccc2)CC1,6.9
C(#Cc1ccc2occc2c1)CCN1CC=C(c2ccccc2)CC1,6.36
C(#Cc1ccccc1)CCN1CC=C(c2ccccc2)CC1,6.55
C(#Cc1ccccc1)CN(c1ccccc1)C1CCN(Cc2ccccc2)CC1,6.05
C(#Cc1ccccc1)COC1CCN(CCc2ccccc2)CC1,5.87
C(#Cc1ccccc1)COCCC1CCN(CCc2ccccc2)CC1,6.88
C(#Cc1ccccn1)CCN1CC=C(c2ccccc2)CC1,6.87
C(#Cc1cccn1C1CCN(Cc2ccccc2)CC1)c1ccccc1,5.08092
C(#Cc1cccnc1)CCCN1CC=C(c2ccccc2)CC1,7.25
C(#Cc1cccnc1)CCN1CC=C(c2cccs2)CC1,6.59
C(#Cc1cccnc1)CCN1CCN(c2ccccn2)CC1,5.27
C(#Cc1cnc2ccccc2c1)CCCN1CC=C(c2ccccc2)CC1,7.4
C(#Cc1cnc2ccccc2c1)CCN1CC=C(c2ccccc2)CC1,7.52
C(#Cc1cncc2ccccc12)CCN1CC=C(c2ccccc2)CC1,7.14
C(=C/C1CCCN(C2CCCCC2)C1)\c1ccccc1,5.29
C(=C/C1CCCN(CCCc2ccccc2)C1)\c1ccccc1,5.91
C(=C/C1CCCN(CCc2ccccc2)C1)\c1ccccc1,5.62
C(=C/c1cc(CCCCN2CCN(c3ccccc3)CC2)on1)\c1ccccc1,5.01
C(=C/c1ccccc1)\CN1C2CCC1c1c([nH]c3ccccc13)C2,5.61
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,6.59
C(=C/c1ccccc1)\COCC1CCN(CCCc2ccccc2)CC1,6.02
C(=C/c1ccccc1)\COCC1CCN(CCc2ccccc2)CC1,6.62
C(=C\C1CCCN(C2CCCCC2)C1)\c1ccccc1,5.95
C(=C\C1CCCN(CCC2CCCCC2)C1)\c1ccccc1,5.26
C(=C\C1CCCN(CCCCc2ccccc2)C1)\c1ccccc1,5.84
C(=C\C1CCCN(CCCc2ccccc2)C1)\c1ccccc1,6.82
C(=C\C1CCCN(CCc2ccccc2)C1)\c1ccccc1,6.92
C(=C\C1CCCNC1)\c1ccccc1,6.06
C/C(=C\CN1CCN(c2cc(C(F)(F)F)nc(C(C)(C)C)n2)CC1)CN1C(=O)CCc2ccccc21,6.17457
C/C=C1/c2ccccc2C=C(N2CCN(C)CC2)c2cc(Cl)ccc21,5.16
C/C=C1/c2ccccc2C=C(N2CCN(C)CC2)c2ccccc21,6.14
C1=C(/C=C/c2ccccc2)CCN(CCc2c[nH]c3ncccc23)C1,6.55284
C1=C(/C=C/c2ccccc2)CCN(CCc2cc3cccnc3[nH]2)C1,5.89
C1=C(c2c[nH]c3ccccc23)CCC(CCN2CCN(c3ccccn3)CC2)C1,6.57
C1=C(c2c[nH]c3ccccc23)CCN(CCCCc2ccncc2)C1,6.54363
C1=C(c2c[nH]c3ccccc23)CCNC1,6.7
C1=C(c2ccc3ccccc3c2)CCN(CCCCc2ccncc2)C1,6.18046
C1=C(c2ccccc2)CC(CN2CC=C(c3cccs3)CC2)CC1,6.77
C1=C(c2ccccc2)CC(CN2CCN(c3ccccc3)CC2)CC1,6.37
C1=C(c2ccccc2)CC(CN2CCN(c3ccccn3)CC2)CC1,6.85
C1=C(c2ccccc2)CC(CN2CCN(c3ncccn3)CC2)CC1,6.45
C1=C(c2ccccc2)CCC(CCN2CCN(c3ccccn3)CC2)C1,7.06
C1=C(c2ccccc2)CCC(CN2CC=C(c3ccccc3)CC2)C1,6.0
C1=C(c2ccccc2)CCC(CN2CCN(c3ccccn3)CC2)C1,5.0
C1=C(c2ccccc2)CCC(N2CCN(c3ccccn3)CC2)C1,6.22185
C1=C(c2ccccc2)CCCC1CN1CC=C(c2ccccc2)CC1,6.38
C1=C(c2ccccc2)CCN(C2CCC=C(c3ccccc3)C2)C1,5.04
C1=C(c2ccccc2)CCN(CC2CCC=C(c3ccccc3)C2)C1,6.95
C1=C(c2ccccc2)CCN(CC2CCCC=C2c2ccccc2)C1,5.4
C1=C(c2ccccc2)CCN(CCCCCc2c[nH]c3ccccc23)C1,7.89
C1=C(c2ccccc2)CCN(CCCCc2c[nH]c3ccccc23)C1,8.19
C1=C(c2ccccc2)CCN(CCCCc2ccncc2)C1,7.16052
C1=C(c2ccccc2)CCN(CCCc2c[nH]c3ccccc23)C1,7.92
C1=C(c2ccccc2)CCN(CC[C@H]2CC[C@H](Nc3ncccn3)CC2)C1,8.33
C1=C(c2ccccc2)CCN(CCc2c[nH]c3ccccc23)C1,7.09
C1=C(c2ccccc2)CCN(CCc2c[nH]c3ncccc23)C1,7.68
C1=C(c2ccccc2)CCN(C[C@H]2CCC=C(c3ccccc3)C2)C1,6.95
C1=C(c2ccccc2)CCN(Cc2cn(-c3ccccc3)nn2)C1,6.96
C1=C(c2ccccc2)CCN(Cc2cnn(-c3ccccc3)c2)C1,8.77
C1=C(c2ccccc2)CC[C@@H](CCN2CCN(c3ccccn3)CC2)C1,7.19
C1=C(c2ccccc2)CC[C@H](CCN2CCN(c3ccccn3)CC2)C1,7.09
C1=C(c2ccccn2)CCC(CCN2CCN(c3ccccn3)CC2)C1,6.89279
C1=C(c2ccccn2)CCC(N2CCN(c3ccccn3)CC2)C1,5.92812
C1=C(c2ccccn2)CCN(CCCCc2ccncc2)C1,6.49214
C1=C(c2cccs2)CCC(CCN2CCN(c3ccccn3)CC2)C1,6.36051
C1=C(c2cccs2)CCC(CN2CCN(c3ccccn3)CC2)C1,5.61439
C1=C(c2cccs2)CCC(N2CCN(c3ccccn3)CC2)C1,6.45346
C1=C(c2cccs2)CCN(CCCCc2ccncc2)C1,6.30452
C1=C(c2nc3ccccc3[nH]2)CCN(Cc2ccccc2)C1,5.85387
C1=CC(N2CCN(c3ccccn3)CC2)CCC1c1ccccn1,5.93
C1=CC(c2ccccn2)CCC1CCN1CCN(c2ccccn2)CC1,6.89
C1=CN(CCCCc2ccncc2)CCC1c1ccccn1,6.49
C1=CN(Cc2ccccc2)CCC1c1nc2ccccc2o1,6.62
C1=CN(Cc2ccccc2)CCC1c1nc2ccccc2s1,6.22185
C1C2C3CC4C2C(NCC25C6C7C8C6C2C8C75)C2C1C3C42,5.24603
C1C2C3CC4C2C2C1C3[C@H](NCC13C5C6C7C5C1C7C63)C42,5.25
C=C(C)c1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)c(OC)c1,6.66
C=C1c2ccc(Cl)cc2C=C(N2CCN(C)CC2)c2ccccc21,6.52288
C=C1c2ccccc2C=C(C2=CCN(C)CC2)c2ccccc21,6.6
C=C1c2ccccc2C=C(N2CCN(C)CC2)c2cc(Cl)ccc21,7.57
C=CC(=O)Nc1cc(OC)c(C(=O)N[C@H]2CCN(Cc3ccccc3)C2)cc1Cl,7.57
C=CCC1CN(C)CCc2cc(Cl)c(O)cc21,6.55
C=CCCN1CC[C@H]2c3c(Br)cccc3CC[C@H]21,7.26
C=CCN(C)C[C@@H]1OC(C2CCCCC2)Cc2c1ccc(O)c2O,5.59
C=CCN(C)[C@@H]1Cc2ccc(O)cc2[C@H]1c1ccccc1,9.37
C=CCN(CC=C)C1Cc2ccccc2C(c2ccccc2)C1,5.4
C=CCN(CC=C)CCc1c[nH]c2ccc(OC)cc12,5.0
C=CCN(CCC)C1CCc2ccc3[nH]cc(C=O)c3c2C1,7.23
C=CCN(CCC)C1CCc2ccc3[nH]ccc3c2C1,7.38
C=CCN1CC=C(C2=Cc3ccccc3Cc3ccccc32)CC1,7.08
C=CCN1CC=C(C2=Cc3ccccc3Oc3ccccc32)CC1,6.96
C=CCN1CCC2(CC1)OC=C(c1ccccc1)C2=O,5.31
C=CCN1CCC2Cc3c(cccc3OC)CC21,6.37
C=CCN1CCC2c3c(O)cccc3CCC21,7.6
C=CCN1CCC2c3cccc(C#N)c3CCC21,6.01
C=CCN1CCC=C(c2csc(N)n2)C1,6.59007
C=CCN1CCCC1CNC(=O)c1cc2[nH]nnc2cc1OC,6.7
C=CCN1CCC[C@H]1CNC(=O)c1c(O)c(Br)cc(OC)c1OC,8.64
C=CCN1CCC[C@H]1CNC(=O)c1c(O)c(OC)cc(Br)c1OC,7.36
C=CCN1CCC[C@H]1CNC(=O)c1cc(Br)cc(OC)c1OC,9.07
C=CCN1CCC[C@H]1CNC(=O)c1cc(Br)ccc1OC,7.64
C=CCN1CCC[C@H]1CNC(=O)c1cc(CCCCl)cc(OC)c1OC,7.77
C=CCN1CCC[C@H]1CNC(=O)c1cc(CCCF)cc(OC)c1OC,10.0132
C=CCN1CCC[C@H]1CNC(=O)c1cc(CCCF)ccc1OC,7.52
C=CCN1CCC[C@H]1CNC(=O)c1cc(I)cc(OC)c1OC,9.17
C=CCN1CCC[C@H]1CNC(=O)c1cc(I)ccc1OC,7.85
C=CCN1CCC[C@H]1CNC(=O)c1cccc(CCCF)c1,9.20066
C=CCN1CCO[C@@H]2Cc3c(O)cccc3C[C@H]21,8.96
C=CCN1CC[C@@H]2Cc3c(cccc3OC)C[C@@H]21,6.37
C=CCN1CC[C@@H]2c3c(O)cccc3CC[C@H]21,7.6
C=CCN1CC[C@H]2c3c(Br)cccc3CC[C@H]21,8.49
C=CCN1CC[C@H]2c3c(O)cccc3CC[C@H]21,6.82
C=CCN1CCc2c(cc(O)c(O)c2Br)C(c2ccc(O)cc2)C1,6.76
C=CCN1CCc2c(cc(O)c(O)c2Cl)C(c2ccc(O)cc2)C1,6.91
C=CCN1CCc2c(cc(O)c(O)c2F)C(c2ccc(O)cc2)C1,6.86
C=CCN1CCc2cc(Br)c(O)cc2C(c2ccccc2)C1,6.2
C=CCN1CCc2cc(O)c(O)cc2C(c2ccc(O)cc2)C1,6.6
C=CCN1CCc2cc(O)c(O)cc2C(c2ccccc2)C1,5.62
C=CCN1CCc2cc(O)c(O)cc2[C@@H](c2ccccc2)C1,5.85
C=CCN1CCc2cc(O)c(O)cc2[C@H](c2ccccc2)C1,5.30103
C=CCN1CCc2cccc3c2[C@@H]1Cc1ccc(O)c(O)c1-3,7.9
C=CCN1CCc2cccc3c2[C@@H]1Cc1cccc(O)c1-3,6.81
C=CCN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,9.62
C=CCN1CCc2cccc3c2[C@H]1Cc1cccc(O)c1-3,8.7
C=CCN1CCc2nc(N)sc2CC1,8.24
C=CCN1C[C@H]2C[C@@]2(c2ccc(NS(=O)(=O)c3ccc(C(C)C)cc3)cc2)C1,7.2
C=CCNC1Cc2cccc3nc(O)n(c23)C1,6.44
C=CCNC1Cc2ccccc2C(c2ccccc2)C1,5.22185
C=CCOC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,6.78252
C=C[C@@H]1Cc2ccccc2N1C(=O)CN1CCN(Cc2ccc(Cl)cc2)CC1,6.57
C=Cc1ccc(C(=O)NCCCCN2CCCN(c3ccccc3OC)CC2)cc1,6.89
C=Cc1ccc2c(c1OC)-c1cccc3c1[C@@H](C2)N(C)CC3,5.76
C=Cc1cccc2c1-c1cccc3c1[C@@H](C2)N(C)CC3,6.75203
C=S(O)(O)=CC[C@H](NC(=O)[C@H](Cc1ccccc1)OC[C@@H](NC[C@@H](N)CS)[C@@H](C)CC)C(=O)OC(C)C,7.28
C=S(O)c1ccc2c(c1)N(CC[C@@H]1CCCCN1C)c1ccccc1S2,6.52
CC#CC1=CCC(N(CCC)CCCCn2cc(C)nn2)CC1,5.68
CC(=O)N(C)C(=O)c1cccc(CN2CCN(c3ccccc3OC(C)C)CC2)c1,6.8
CC(=O)N(C)Cc1ccc(CN2CCN(c3ccccc3OC(C)C)CC2)n1C,6.52
CC(=O)N(C)Cc1cccc(CN2CCN(c3ccccc3OC(C)C)CC2)c1,7.66
CC(=O)N(Cc1ccc([C@H]2CN(C)CCc3cc(Cl)c(O)cc32)cc1)C1CCC1,6.8
CC(=O)N1CCC(C)c2c(C)ccc(CCN3CCN(c4noc5ccccc45)CC3)c21,7.77
CC(=O)N1CCC(C)c2c(C)ccc(CCN3CCN(c4nsc5ccccc45)CC3)c21,7.92082
CC(=O)N1CCC(C)c2cc(F)cc(CCN3CCN(c4noc5ccccc45)CC3)c21,7.54
CC(=O)N1CCC(C)c2cc(F)cc(CCN3CCN(c4nsc5ccccc45)CC3)c21,7.74473
CC(=O)N1CCC(C)c2cccc(CCN3CCN(c4nsc5ccccc45)CC3)c21,7.77
CC(=O)N1CCC(c2ccccc2)c2cccc(CCN3CCN(c4nsc5ccccc45)CC3)c21,7.92082
CC(=O)N1CCN(C[C@@H](C)NC(=O)c2cc3c(-c4ccccc4)nn(C)c3s2)CC1,5.0
CC(=O)N1CCOc2cc3c(cc21)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,5.6
CC(=O)NC(=S)NC[C@@H]1C[C@@H]2c3cc(C(C)(C)C)cc4[nH]cc(c34)C[C@H]2N(C)C1,5.26
CC(=O)NC(=S)NC[C@@H]1C[C@@H]2c3ccc(C(C)(C)C)c4[nH]cc(c34)C[C@H]2N(C)C1,5.85
CC(=O)NC(=S)NC[C@@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,6.14
CC(=O)NC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,7.61
CC(=O)NC1CCC(CCN2CCC(Cc3cccc(C(F)(F)F)c3)CC2)CC1,7.19382
CC(=O)NC1CCC(CCN2CCC(Oc3cccc(C(F)(F)F)c3)CC2)CC1,7.07058
CC(=O)NC1CCC(CCN2CCN(c3cc(C#N)cc(C(F)(F)F)c3)CC2)CC1,6.84466
CC(=O)NC1CCC(CCN2CCN(c3cccc(C(F)(F)F)c3)CC2)CC1,7.40894
CC(=O)NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,8.63827
CC(=O)NC1CCC(CCN2CCc3ccc(C#N)cc3C2)CC1,7.63004
CC(=O)NC1CCC(CCN2CCc3ccccc3C2)CC1,5.22
CC(=O)NC1CCc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc21,7.82391
CC(=O)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21,7.66
CC(=O)NCC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,5.7
CC(=O)NCCCOc1ccc2c(c1O)-c1cccc3c1[C@@H](C2)N(C)CC3,6.88
CC(=O)NCc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,8.15
CC(=O)NCc1ccc2c(c1)[C@@H](N1CCN(C)CC1)Cc1ccccc1S2,8.48149
CC(=O)NCc1ccc2c(c1)[C@H](N1CCN(C)CC1)Cc1ccccc1S2,7.57
CC(=O)NCc1ccc2c(c1)c(C1CCN(CCN3CCNC3=O)CC1)cn2-c1ccc(F)cc1,8.51
CC(=O)NCc1cccc(CN2CCN(c3ccccc3OC(C)C)CC2)c1,7.55
CC(=O)N[C@@H]1CC2(CCN(Cc3ccc4c(c3)c3ccccc3n4C(N)=O)CC2)c2ccccc21,5.82
CC(=O)N[C@@H]1c2cccc3c2-c2c1ccc1c2[C@@H](C3)N(C)CC1,5.44
CC(=O)N[C@H]1CC[C@H](CCN2CCC(Cc3cccc(C(F)(F)F)c3)CC2)CC1,7.19
CC(=O)N[C@H]1CC[C@H](CCN2CCC(Oc3cccc(C(F)(F)F)c3)CC2)CC1,7.07
CC(=O)N[C@H]1CC[C@H](CCN2CCN(c3cc(C#N)cc(C(F)(F)F)c3)CC2)CC1,6.84
CC(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(C(F)(F)F)c3)CC2)CC1,7.41
CC(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,8.64
CC(=O)N[C@H]1CC[C@H](CCN2CCN(c3ccccc3)CC2)CC1,8.0
CC(=O)N[C@H]1CC[C@H](CCN2CCc3ccc(C#N)cc3C2)CC1,7.63
CC(=O)N[C@H]1CC[C@H](CCN2CCc3ccccc3C2)CC1,5.22
CC(=O)N[C@H]1c2cccc3c2-c2c1ccc1c2[C@@H](C3)N(C)CC1,5.1
CC(=O)Nc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,6.97
CC(=O)Nc1cc(F)ccc1C(=O)CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCCS3,8.47
CC(=O)Nc1ccc(C#CCCN2CCC(Cc3ccccc3)CC2)cc1,7.0
CC(=O)Nc1ccc(C(=O)NCCCCN2CCN(c3nsc4ccccc34)CC2)cc1,7.39
CC(=O)Nc1ccc(OC[C@@H]2CC[C@H]3CN(c4ncccn4)CCN3C2)cc1,6.02
CC(=O)Nc1ccc(S(=O)(=O)NC2CCC(CCN3CCN(c4cc(C#N)cc(C(F)(F)F)c4)CC3)CC2)cc1,7.40894
CC(=O)Nc1ccc(S(=O)(=O)N[C@H]2CC[C@H](CCN3CCN(c4cc(C#N)cc(C(F)(F)F)c4)CC3)CC2)cc1,7.41
CC(=O)Nc1cccc(C2CCN(CCCC(=O)c3ccc(C)c(C)c3)CC2)c1,5.21467
CC(=O)Nc1cccc(C2CCN(CCCC(=O)c3ccc(Cl)cc3)CC2)c1,5.85387
CC(=O)Nc1cccc(CCN2CCN(c3cccc4nc(C)ccc34)CC2)c1,6.4
CC(=O)Nc1ccccc1C(=O)NCCCCN1CCN(c2nsc3ccccc23)CC1,7.51
CC(=O)OC(CCNC(=O)c1ccc(-c2ccccn2)cc1)CN1CCN(c2cccc(Cl)c2Cl)CC1,6.8729
CC(=O)OC1CCCc2ccc(/N=C/N3CCc4ccccc4C3)cc21,5.62
CC(=O)OC1CCc2ccc(/N=C/N(C)Cc3ccccc3)cc21,5.8
CC(=O)OC1CCc2ccc(/N=C/N3CCc4ccccc4C3)cc21,5.77
CC(=O)OCc1cccc(CN2CCN(c3ccccc3OC(C)C)CC2)c1,7.29
CC(=O)c1cc(C)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,6.47
CC(=O)c1ccc(OCC2CCN(CC3CC3)CC2)cc1,6.27
CC(=O)c1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)c(C)c1,7.18
CC(=O)c1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)c(N(C)C)c1,6.94
CC(=O)c1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)c(O)c1,8.07
CC(=O)c1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)cc1,7.8
CC(=O)c1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)cc1C,6.74
CC(=O)c1ccc2c(c1)CC(CN1CCC(C(=O)c3ccc(F)cc3)CC1)CC2=O,7.49
CC(=O)c1ccc2c(c1)CC(CN1CCC(c3noc4cc(F)ccc34)CC1)CC2=O,7.3
CC(=O)c1ccc2c(c1O)-c1cccc3c1[C@@H](C2)N(C)CC3,5.56
CC(=O)c1cccc(NC(=O)N[C@@H]2CCCC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)c1,6.0
CC(=O)c1cccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)c1,6.34
CC(=O)c1cccc2c1-c1cccc3c1[C@@H](C2)N(C)CC3,6.51
CC(=O)c1ccccc1N1CCN(CCCCCC(=O)NC2CCCc3ccccc32)CC1,7.17
CC(=O)c1sc(NC(=O)N[C@@H]2CN(C(C)=O)CC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,6.19
CC(=O)n1ccc2cc(N3CCN(CCN4Cc5ccccc5C4)C3=O)ccc21,5.0
CC(C)(C)C1Cc2c(ccc(O)c2O)[C@H](CN)O1,5.09
CC(C)(C)CNC(=O)NCCCCN1CCN(c2cc(C(F)(F)F)nc(C(C)(C)C)n2)CC1,7.04
CC(C)(C)NC(=O)NC1CCC(CCN2CCc3ccccc3C2)CC1,6.61
CC(C)(C)NC(=O)NCCCCN1CCN(c2cc(C(F)(F)F)nc(C(C)(C)C)n2)CC1,7.18177
CC(C)(C)NC(=O)N[C@H]1CC[C@H](CCN2CCc3ccccc3C2)CC1,6.61
CC(C)(C)OC(=O)NC1CCC(CCN2CCCN(c3cccc(Cl)c3Cl)CC2)CC1,7.98005
CC(C)(C)OC(=O)NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,7.48004
CC(C)(C)OC(=O)NC1CCC(CCN2CCc3ccc(C#N)cc3C2)CC1,5.65
CC(C)(C)OC(=O)NC1CCC(CCN2CCc3ccc([N+](=O)[O-])cc3C2)CC1,6.42
CC(C)(C)OC(=O)NC1CCC(CCN2CCc3ccccc3C2)CC1,6.13
CC(C)(C)OC(=O)NC1CCC(CN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,6.51
CC(C)(C)OC(=O)NC1CCC(CN2CCc3ccccc3C2)CC1,6.45
CC(C)(C)OC(=O)NCC1CCC(CN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,6.83
CC(C)(C)OC(=O)NCC1CCC(CN2CCc3ccccc3C2)CC1,5.94
CC(C)(C)OC(=O)NCCCCCCN1CCC(O)(c2ccc(Cl)cc2)CC1,6.05
CC(C)(C)OC(=O)NCCCCCN1CCC(O)(c2ccc(Cl)cc2)CC1,5.69
CC(C)(C)OC(=O)NCCCCCN1CCN(c2cccc(Cl)c2Cl)CC1,7.37059
CC(C)(C)OC(=O)NCCCCN1CCC(O)(c2ccc(Cl)cc2)CC1,5.68
CC(C)(C)OC(=O)NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1,5.87
CC(C)(C)OC(=O)NCCN1CCC(O)(c2ccc(Cl)cc2)CC1,5.56067
CC(C)(C)OC(=O)NC[C@H]1CC[C@H](CN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,6.83
CC(C)(C)OC(=O)NC[C@H]1CC[C@H](CN2CCc3ccccc3C2)CC1,5.94
CC(C)(C)OC(=O)N[C@H]1CC[C@@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,7.48
CC(C)(C)OC(=O)N[C@H]1CC[C@@H](CCN2CCc3ccccc3C2)CC1,5.97
CC(C)(C)OC(=O)N[C@H]1CC[C@H](CCN2CCCN(c3cccc(Cl)c3Cl)CC2)CC1,7.98
CC(C)(C)OC(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,7.4
CC(C)(C)OC(=O)N[C@H]1CC[C@H](CCN2CCc3ccc(C#N)cc3C2)CC1,5.65
CC(C)(C)OC(=O)N[C@H]1CC[C@H](CCN2CCc3ccccc3C2)CC1,6.13
CC(C)(C)OC(=O)N[C@H]1CC[C@H](CN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,6.51
CC(C)(C)OC(=O)N[C@H]1CC[C@H](CN2CCc3ccccc3C2)CC1,6.45
CC(C)(C)OC(=O)Nc1ccc(C(=O)NCCCCN2CCN(c3nsc4ccccc34)CC2)cc1,7.85
CC(C)(C)OC(=O)Nc1ccc(CCN2CCc3ccccc3C2)cc1,6.26
CC(C)(C)OC(=O)Nc1cccc(C(=O)NCCCCN2CCN(c3nsc4ccccc34)CC2)c1,8.36
CC(C)(C)c1cc2c(s1)CN[C@@H]1CCc3cc(O)c(O)cc3[C@@H]21,5.86
